[19May2025 18:19:31.324] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[19May2025 18:19:31.328] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Ubuntu; OS Linux arch amd64 version 6.8.0-1027-azure
[19May2025 18:19:33.770] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[19May2025 18:19:33.823] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/server/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[19May2025 18:19:34.308] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/server/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[19May2025 18:19:34.312] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/server/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[19May2025 18:19:34.313] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/server/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[19May2025 18:19:34.314] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/server/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[19May2025 18:19:34.701] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[19May2025 18:19:34.702] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: geckolib. Using Mod File: /workspaces/server/servidor_minecraft/mods/geckolib-forge-1.20.1-4.7.1.2.jar
[19May2025 18:19:34.702] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select a dependency jar for JarJar which was passed in as source: playeranimator. Using Mod File: /workspaces/server/servidor_minecraft/mods/player-animation-lib-forge-1.0.2-rc1+1.20.jar
[19May2025 18:19:34.703] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 21 dependencies adding them to mods collection
[19May2025 18:19:37.996] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[19May2025 18:19:38.010] [main/ERROR] [mixin/]: Mixin config palladiumcore-common.mixins.json does not specify "minVersion" property
[19May2025 18:19:38.012] [main/ERROR] [mixin/]: Mixin config palladiumcore.mixins.json does not specify "minVersion" property
[19May2025 18:19:38.096] [main/ERROR] [mixin/]: Mixin config celestisynth.mixins.json does not specify "minVersion" property
[19May2025 18:19:38.147] [main/ERROR] [mixin/]: Mixin config azurelib.mixins.json does not specify "minVersion" property
[19May2025 18:19:38.149] [main/ERROR] [mixin/]: Mixin config azurelib.forge.mixins.json does not specify "minVersion" property
[19May2025 18:19:38.305] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [com.sonicether.soundphysics.MixinConnector]
[19May2025 18:19:38.306] [main/INFO] [mixin/]: Successfully loaded Mixin Connector [de.maxhenkel.camera.MixinConnector]
[19May2025 18:19:38.310] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[19May2025 18:19:38.448] [main/INFO] [Embeddium/]: Loaded configuration file for Embeddium: 156 options available, 0 override(s) found
[19May2025 18:19:38.495] [main/WARN] [mixin/]: Reference map 'mixins.kom.refmap.json' for mixins.kom.json could not be read. If this is a development environment you can ignore this message
[19May2025 18:19:38.514] [main/WARN] [mixin/]: Reference map 'EpheroLib-refmap.json' for epherolib.mixins.json could not be read. If this is a development environment you can ignore this message
[19May2025 18:19:38.588] [main/WARN] [mixin/]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[19May2025 18:19:38.654] [main/INFO] [Puzzles Lib/]: Loading 110 mods:
	- ad_astra 1.15.18
	at cpw.mods.modlauncher.LaunchServiceHandlerDecorator.launch(LaunchServiceHandlerDecorator.java:30) ~[modlauncher-10.0.9.jar%2355!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:53) ~[modlauncher-10.0.9.jar%2355!/:?]
	at cpw.mods.modlauncher.LaunchServiceHandler.launch(LaunchServiceHandler.java:71) ~[modlauncher-10.0.9.jar%2355!/:?]
	at cpw.mods.modlauncher.Launcher.run(Launcher.java:108) ~[modlauncher-10.0.9.jar%2355!/:?]
	at cpw.mods.modlauncher.Launcher.main(Launcher.java:78) ~[modlauncher-10.0.9.jar%2355!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:26) ~[modlauncher-10.0.9.jar%2355!/:?]
	at cpw.mods.modlauncher.BootstrapLaunchConsumer.accept(BootstrapLaunchConsumer.java:23) ~[modlauncher-10.0.9.jar%2355!/:?]
	at cpw.mods.bootstraplauncher.BootstrapLauncher.main(BootstrapLauncher.java:141) ~[bootstraplauncher-1.1.2.jar:?]
[19May2025 18:20:08.784] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/server/servidor_minecraft/config/titanium/titanium.toml is not correct. Correcting
[19May2025 18:20:08.785] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.786] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig.thisIsABoolean was corrected from null to its default, true. 
[19May2025 18:20:08.786] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig.NOT_BOOLEAN was corrected from null to its default, false. 
[19May2025 18:20:08.786] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig.intAngery was corrected from null to its default, 7. 
[19May2025 18:20:08.787] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig.Dabber was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.787] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig.Dabber.dabby was corrected from null to its default, lil dab. 
[19May2025 18:20:08.787] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig.TestBlock was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.788] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TitaniumConfig.TestBlock.DUMB_VALUE was corrected from null to its default, 135. 
[19May2025 18:20:08.790] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/server/servidor_minecraft/config/titanium/titanium-tags.toml is not correct. Correcting
[19May2025 18:20:08.790] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TagConfig was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.790] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key TagConfig.ITEM_PREFERENCE was corrected from null to its default, [minecraft, emendatusenigmatica, immersiveengineering, thermal, create, mekanism, jaopca, kubejs, appliedenergistics2, pneumaticcraft, occultism, tmechworks, industrialforegoing, botania, quark, pedestals]. 
[19May2025 18:20:08.792] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/server/servidor_minecraft/config/spartanshields-common.toml is not correct. Correcting
[19May2025 18:20:08.792] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.792] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.vanilla_only was corrected from null to its default, false. 
[19May2025 18:20:08.793] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.force_disable_uncraftable_tooltips was corrected from null to its default, false. 
[19May2025 18:20:08.793] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key general.tower_shield_durability_multiplier was corrected from null to its default, 1.25. 
[19May2025 18:20:08.793] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key shield_bash was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.793] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key shield_bash.cooldown was corrected from null to its default, 30. 
[19May2025 18:20:08.793] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key shield_bash.cooldown_tower was corrected from null to its default, 50. 
[19May2025 18:20:08.793] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key shield_bash.disabled was corrected from null to its default, false. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.wood was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.wood.durability was corrected from null to its default, 104. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.stone was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.stone.durability was corrected from null to its default, 230. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.copper was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.copper.durability was corrected from null to its default, 400. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.iron was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.794] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.iron.durability was corrected from null to its default, 538. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.gold was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.gold.durability was corrected from null to its default, 192. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.diamond was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.diamond.durability was corrected from null to its default, 2560. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.netherite was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.netherite.durability was corrected from null to its default, 3554. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.obsidian was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.obsidian.durability was corrected from null to its default, 1600. 
[19May2025 18:20:08.795] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key vanilla.obsidian.disable was corrected from null to its default, false. 
[19May2025 18:20:08.796] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.796] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.tin was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.796] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.tin.durability was corrected from null to its default, 320. 
[19May2025 18:20:08.796] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.tin.disable was corrected from null to its default, false. 
[19May2025 18:20:08.796] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.bronze was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.796] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.bronze.durability was corrected from null to its default, 680. 
[19May2025 18:20:08.796] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.bronze.disable was corrected from null to its default, false. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.steel was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.steel.durability was corrected from null to its default, 800. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.steel.disable was corrected from null to its default, false. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.silver was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.silver.durability was corrected from null to its default, 216. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.silver.disable was corrected from null to its default, false. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.electrum was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.electrum.durability was corrected from null to its default, 320. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.electrum.disable was corrected from null to its default, false. 
[19May2025 18:20:08.797] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.lead was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.lead.durability was corrected from null to its default, 480. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.lead.disable was corrected from null to its default, false. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.nickel was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.nickel.durability was corrected from null to its default, 420. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.nickel.disable was corrected from null to its default, false. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.invar was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.invar.durability was corrected from null to its default, 720. 
[19May2025 18:20:08.798] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.invar.disable was corrected from null to its default, false. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.constantan was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.constantan.durability was corrected from null to its default, 640. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.constantan.disable was corrected from null to its default, false. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.platinum was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.platinum.durability was corrected from null to its default, 1536. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.platinum.disable was corrected from null to its default, false. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.aluminum was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.aluminum.durability was corrected from null to its default, 720. 
[19May2025 18:20:08.799] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_common.aluminum.disable was corrected from null to its default, false. 
[19May2025 18:20:08.800] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_botania was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.800] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_botania.manasteel was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.800] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_botania.manasteel.durability was corrected from null to its default, 450. 
[19May2025 18:20:08.800] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_botania.terrasteel was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.800] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_botania.terrasteel.durability was corrected from null to its default, 2920. 
[19May2025 18:20:08.800] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_botania.elementium was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.800] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_botania.elementium.durability was corrected from null to its default, 1080. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.osmium was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.osmium.durability was corrected from null to its default, 750. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.lapis_lazuli was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.lapis_lazuli.durability was corrected from null to its default, 300. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.refined_glowstone was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.refined_glowstone.durability was corrected from null to its default, 450. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.refined_obsidian was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.801] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_mekanism.refined_obsidian.durability was corrected from null to its default, 3750. 
[19May2025 18:20:08.802] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_thermal was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.802] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_thermal.signalum was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.802] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_thermal.signalum.durability was corrected from null to its default, 2048. 
[19May2025 18:20:08.802] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_thermal.lumium was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.802] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_thermal.lumium.durability was corrected from null to its default, 1280. 
[19May2025 18:20:08.802] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_thermal.enderium was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.802] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_thermal.enderium.durability was corrected from null to its default, 3120. 
[19May2025 18:20:08.803] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_powered was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.803] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key modded_powered.damageToFEMultpier was corrected from null to its default, 50. 
[19May2025 18:20:08.804] [main/INFO] [Spartan Shields/]: Loading config spartanshields-common.toml
[19May2025 18:20:08.805] [Thread-5/INFO] [Spartan Shields/]: Loading config spartanshields-common.toml
[19May2025 18:20:08.806] [Thread-5/INFO] [Spartan Shields/]: Loading config spartanshields-common.toml
[19May2025 18:20:08.807] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Configuration file /workspaces/server/servidor_minecraft/config/dragonseeker-common.toml is not correct. Correcting
[19May2025 18:20:08.807] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.808] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: optimalDistance was corrected from null to its default, 100. 
[19May2025 18:20:08.808] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: maxDistance was corrected from null to its default, 200. 
[19May2025 18:20:08.808] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: minPingChance was corrected from null to its default, 0.12. 
[19May2025 18:20:08.808] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: maxPingChance was corrected from null to its default, 0.8. 
[19May2025 18:20:08.808] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: pingCapRadius was corrected from null to its default, 200. 
[19May2025 18:20:08.808] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: sigPower was corrected from null to its default, 1.5. 
[19May2025 18:20:08.808] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: minVol was corrected from null to its default, 0.05. 
[19May2025 18:20:08.809] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: maxVol was corrected from null to its default, 0.05. 
[19May2025 18:20:08.809] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: minPitch was corrected from null to its default, 0.5. 
[19May2025 18:20:08.809] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: maxPitch was corrected from null to its default, 0.8. 
[19May2025 18:20:08.809] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: detectsCorpses was corrected from null to its default, true. 
[19May2025 18:20:08.809] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key basic_dragonseeker.Basic: detectsTame was corrected from null to its default, true. 
[19May2025 18:20:08.810] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker was corrected from null to its default, SimpleCommentedConfig:{}. 
[19May2025 18:20:08.811] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: optimalDistance was corrected from null to its default, 150. 
[19May2025 18:20:08.811] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: maxDistance was corrected from null to its default, 225. 
[19May2025 18:20:08.811] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: minPingChance was corrected from null to its default, 0.08. 
[19May2025 18:20:08.812] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: maxPingChance was corrected from null to its default, 0.9. 
[19May2025 18:20:08.812] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: pingCapRadius was corrected from null to its default, 125. 
[19May2025 18:20:08.812] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: sigPower was corrected from null to its default, 1.5. 
[19May2025 18:20:08.812] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: minVol was corrected from null to its default, 0.05. 
[19May2025 18:20:08.813] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: maxVol was corrected from null to its default, 0.4. 
[19May2025 18:20:08.813] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: minPitch was corrected from null to its default, 0.5. 
[19May2025 18:20:08.813] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: maxPitch was corrected from null to its default, 0.8. 
[19May2025 18:20:08.813] [main/WARN] [net.minecraftforge.common.ForgeConfigSpec/CORE]: Incorrect key epic_dragonseeker.Epic: detectsCorpses was corrected from null to its default, true. 
